,Edad (3 grupos de edad),Españoles/Extranjeros,Sexo,Año,Total,cod_prov,provincias
1743,16-64 años,Españoles,Mujeres,2021,45.638,49,Zamora
1744,16-64 años,Españoles,Mujeres,2020,46.147,49,Zamora
1745,16-64 años,Españoles,Mujeres,2019,46.896,49,Zamora
1746,16-64 años,Extranjeros,Hombres,2021,2.305,49,Zamora
1747,16-64 años,Extranjeros,Hombres,2020,2.242,49,Zamora
1748,16-64 años,Extranjeros,Hombres,2019,2.192,49,Zamora
1749,16-64 años,Extranjeros,Mujeres,2021,2.610,49,Zamora
1750,16-64 años,Extranjeros,Mujeres,2020,2.559,49,Zamora
1751,16-64 años,Extranjeros,Mujeres,2019,2.409,49,Zamora
1752,65 y más,Españoles,Hombres,2021,23.583,49,Zamora
1753,65 y más,Españoles,Hombres,2020,23.640,49,Zamora
1754,65 y más,Españoles,Hombres,2019,23.629,49,Zamora
1755,65 y más,Españoles,Mujeres,2021,28.697,49,Zamora
1756,65 y más,Españoles,Mujeres,2020,29.071,49,Zamora
1757,65 y más,Españoles,Mujeres,2019,29.282,49,Zamora
1758,65 y más,Extranjeros,Hombres,2021,156,49,Zamora
1759,65 y más,Extranjeros,Hombres,2020,145,49,Zamora
1760,65 y más,Extranjeros,Hombres,2019,128,49,Zamora
1761,65 y más,Extranjeros,Mujeres,2021,218,49,Zamora
1762,65 y más,Extranjeros,Mujeres,2020,194,49,Zamora
1763,65 y más,Extranjeros,Mujeres,2019,165,49,Zamora
1764,0-15 años,Españoles,Hombres,2021,63.663,50,Zaragoza
1765,0-15 años,Españoles,Hombres,2020,64.843,50,Zaragoza
1766,0-15 años,Españoles,Hombres,2019,65.802,50,Zaragoza
1767,0-15 años,Españoles,Mujeres,2021,59.890,50,Zaragoza
1768,0-15 años,Españoles,Mujeres,2020,61.114,50,Zaragoza
1769,0-15 años,Españoles,Mujeres,2019,62.064,50,Zaragoza
1770,0-15 años,Extranjeros,Hombres,2021,10.222,50,Zaragoza
1771,0-15 años,Extranjeros,Hombres,2020,10.280,50,Zaragoza
1772,0-15 años,Extranjeros,Hombres,2019,9.681,50,Zaragoza
1773,0-15 años,Extranjeros,Mujeres,2021,9.663,50,Zaragoza
1774,0-15 años,Extranjeros,Mujeres,2020,9.718,50,Zaragoza
1775,0-15 años,Extranjeros,Mujeres,2019,9.112,50,Zaragoza
1776,16-64 años,Españoles,Hombres,2021,262.950,50,Zaragoza
1777,16-64 años,Españoles,Hombres,2020,264.195,50,Zaragoza
1778,16-64 años,Españoles,Hombres,2019,264.922,50,Zaragoza
1779,16-64 años,Españoles,Mujeres,2021,259.156,50,Zaragoza
1780,16-64 años,Españoles,Mujeres,2020,259.882,50,Zaragoza
1781,16-64 años,Españoles,Mujeres,2019,260.723,50,Zaragoza
1782,16-64 años,Extranjeros,Hombres,2021,47.799,50,Zaragoza
1783,16-64 años,Extranjeros,Hombres,2020,48.081,50,Zaragoza
1784,16-64 años,Extranjeros,Hombres,2019,44.157,50,Zaragoza
1785,16-64 años,Extranjeros,Mujeres,2021,46.863,50,Zaragoza
1786,16-64 años,Extranjeros,Mujeres,2020,47.857,50,Zaragoza
1787,16-64 años,Extranjeros,Mujeres,2019,44.447,50,Zaragoza
1788,65 y más,Españoles,Hombres,2021,87.204,50,Zaragoza
1789,65 y más,Españoles,Hombres,2020,86.793,50,Zaragoza
1790,65 y más,Españoles,Hombres,2019,85.803,50,Zaragoza
1791,65 y más,Españoles,Mujeres,2021,116.303,50,Zaragoza
1792,65 y más,Españoles,Mujeres,2020,116.234,50,Zaragoza
1793,65 y más,Españoles,Mujeres,2019,115.001,50,Zaragoza
1794,65 y más,Extranjeros,Hombres,2021,1.516,50,Zaragoza
1795,65 y más,Extranjeros,Hombres,2020,1.410,50,Zaragoza
1796,65 y más,Extranjeros,Hombres,2019,1.174,50,Zaragoza
1797,65 y más,Extranjeros,Mujeres,2021,2.223,50,Zaragoza
1798,65 y más,Extranjeros,Mujeres,2020,2.121,50,Zaragoza
1799,65 y más,Extranjeros,Mujeres,2019,1.807,50,Zaragoza
1800,0-15 años,Españoles,Hombres,2021,8.428,51,Ceuta
1801,0-15 años,Españoles,Hombres,2020,8.762,51,Ceuta
1802,0-15 años,Españoles,Hombres,2019,8.974,51,Ceuta
1803,0-15 años,Españoles,Mujeres,2021,8.152,51,Ceuta
1804,0-15 años,Españoles,Mujeres,2020,8.445,51,Ceuta
1805,0-15 años,Españoles,Mujeres,2019,8.614,51,Ceuta
1806,0-15 años,Extranjeros,Hombres,2021,381,51,Ceuta
1807,0-15 años,Extranjeros,Hombres,2020,442,51,Ceuta
1808,0-15 años,Extranjeros,Hombres,2019,510,51,Ceuta
1809,0-15 años,Extranjeros,Mujeres,2021,346,51,Ceuta
1810,0-15 años,Extranjeros,Mujeres,2020,395,51,Ceuta
1811,0-15 años,Extranjeros,Mujeres,2019,446,51,Ceuta
1812,16-64 años,Españoles,Hombres,2021,26.687,51,Ceuta
1813,16-64 años,Españoles,Hombres,2020,26.585,51,Ceuta
1814,16-64 años,Españoles,Hombres,2019,26.807,51,Ceuta
1815,16-64 años,Españoles,Mujeres,2021,24.886,51,Ceuta
1816,16-64 años,Españoles,Mujeres,2020,24.883,51,Ceuta
1817,16-64 años,Españoles,Mujeres,2019,24.972,51,Ceuta
1818,16-64 años,Extranjeros,Hombres,2021,2.066,51,Ceuta
1819,16-64 años,Extranjeros,Hombres,2020,2.222,51,Ceuta
1820,16-64 años,Extranjeros,Hombres,2019,2.216,51,Ceuta
1821,16-64 años,Extranjeros,Mujeres,2021,2.259,51,Ceuta
1822,16-64 años,Extranjeros,Mujeres,2020,2.324,51,Ceuta
1823,16-64 años,Extranjeros,Mujeres,2019,2.309,51,Ceuta
1824,65 y más,Españoles,Hombres,2021,4.494,51,Ceuta
1825,65 y más,Españoles,Hombres,2020,4.373,51,Ceuta
1826,65 y más,Españoles,Hombres,2019,4.247,51,Ceuta
1827,65 y más,Españoles,Mujeres,2021,5.503,51,Ceuta
1828,65 y más,Españoles,Mujeres,2020,5.449,51,Ceuta
1829,65 y más,Españoles,Mujeres,2019,5.371,51,Ceuta
1830,65 y más,Extranjeros,Hombres,2021,152,51,Ceuta
1831,65 y más,Extranjeros,Hombres,2020,158,51,Ceuta
1832,65 y más,Extranjeros,Hombres,2019,158,51,Ceuta
1833,65 y más,Extranjeros,Mujeres,2021,163,51,Ceuta
1834,65 y más,Extranjeros,Mujeres,2020,164,51,Ceuta
1835,65 y más,Extranjeros,Mujeres,2019,153,51,Ceuta
1836,0-15 años,Españoles,Hombres,2021,9.033,52,Melilla
1837,0-15 años,Españoles,Hombres,2020,9.090,52,Melilla
1838,0-15 años,Españoles,Hombres,2019,9.100,52,Melilla
1839,0-15 años,Españoles,Mujeres,2021,8.666,52,Melilla
1840,0-15 años,Españoles,Mujeres,2020,8.716,52,Melilla
1841,0-15 años,Españoles,Mujeres,2019,8.702,52,Melilla
1842,0-15 años,Extranjeros,Hombres,2021,1.405,52,Melilla
1843,0-15 años,Extranjeros,Hombres,2020,1.628,52,Melilla
1844,0-15 años,Extranjeros,Hombres,2019,1.656,52,Melilla
1845,0-15 años,Extranjeros,Mujeres,2021,1.291,52,Melilla
1846,0-15 años,Extranjeros,Mujeres,2020,1.464,52,Melilla
1847,0-15 años,Extranjeros,Mujeres,2019,1.468,52,Melilla
1848,16-64 años,Españoles,Hombres,2021,24.646,52,Melilla
1849,16-64 años,Españoles,Hombres,2020,24.775,52,Melilla
1850,16-64 años,Españoles,Hombres,2019,24.709,52,Melilla
1851,16-64 años,Españoles,Mujeres,2021,22.897,52,Melilla
1852,16-64 años,Españoles,Mujeres,2020,22.859,52,Melilla
1853,16-64 años,Españoles,Mujeres,2019,22.699,52,Melilla
1854,16-64 años,Extranjeros,Hombres,2021,4.323,52,Melilla
1855,16-64 años,Extranjeros,Hombres,2020,4.553,52,Melilla
1856,16-64 años,Extranjeros,Hombres,2019,4.497,52,Melilla
1857,16-64 años,Extranjeros,Mujeres,2021,4.682,52,Melilla
1858,16-64 años,Extranjeros,Mujeres,2020,4.785,52,Melilla
1859,16-64 años,Extranjeros,Mujeres,2019,4.780,52,Melilla
1860,65 y más,Españoles,Hombres,2021,3.775,52,Melilla
1861,65 y más,Españoles,Hombres,2020,3.669,52,Melilla
1862,65 y más,Españoles,Hombres,2019,3.510,52,Melilla
1863,65 y más,Españoles,Mujeres,2021,4.633,52,Melilla
1864,65 y más,Españoles,Mujeres,2020,4.604,52,Melilla
1865,65 y más,Españoles,Mujeres,2019,4.501,52,Melilla
1866,65 y más,Extranjeros,Hombres,2021,421,52,Melilla
1867,65 y más,Extranjeros,Hombres,2020,447,52,Melilla
1868,65 y más,Extranjeros,Hombres,2019,422,52,Melilla
1869,65 y más,Extranjeros,Mujeres,2021,489,52,Melilla
1870,65 y más,Extranjeros,Mujeres,2020,486,52,Melilla
1871,65 y más,Extranjeros,Mujeres,2019,443,52,Melilla
